BAMDIFIROXTEEM-UHFFFAOYSA-N,BDAGIHXWWSANSR-UHFFFAOYSA-N,GGYGJCFIYJVWIP-UHFFFAOYSA-N,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,JMXLWMIFDJCGBV-UHFFFAOYSA-N,KFXBDBPOGBBVMC-UHFFFAOYSA-N,LLWRXQXPJMPHLR-UHFFFAOYSA-N,NXRUEVJQMBGVAT-UHFFFAOYSA-N,ODZKCFHAXXFIQC-UHFFFAOYSA-N,PBGZCCFVBVEIAS-UHFFFAOYSA-N,QNNYEDWTOZODAS-UHFFFAOYSA-N,QRFXELVDJSDWHX-UHFFFAOYSA-N,QTWVKKIQSUTRSU-UHFFFAOYSA-N,QZCGFUVVXNFSLE-UHFFFAOYSA-N,RQQRAHKHDFPBMC-UHFFFAOYSA-L,RYYSZNVPBLKLRS-UHFFFAOYSA-N,SQXJHWOXNLTOOO-UHFFFAOYSA-N,UPHCENSIMPJEIS-UHFFFAOYSA-N,UVLZLKCGKYLKOR-UHFFFAOYSA-N,VAWHFUNJDMQUSB-UHFFFAOYSA-N,XFYICZOIWSBQSK-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,YEJRWHAVMIAJKC-UHFFFAOYSA-N,YYMLRIWBISZOMT-UHFFFAOYSA-N,ZEVRFFCPALTVDN-UHFFFAOYSA-N,ZMXDDKWLCZADIW-UHFFFAOYSA-N
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2600992205,0.0,0.0,0.0,0.0,2.8360578212,0.0,0.0,0.0,0.0,0.0,6.5769682054
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2607302315,0.0,0.0,0.0,0.0,2.8407827957,0.0,0.0,0.0,0.0,0.0,6.5694400582
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2611516697,0.0,0.0,0.0,0.0,2.8424418705,0.0,0.0,0.0,0.0,0.0,6.5666035402
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2625170362,0.0,0.0,0.0,0.0,2.8403255562,0.0,0.0,0.0,0.0,0.0,6.5683826709
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2755017142,0.0,0.0,0.0,0.0,2.8075852325,0.0,0.0,0.0,0.0,0.0,6.6037718159
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2771969113,0.0,0.0,0.0,0.0,2.8104940397,0.0,0.0,0.0,0.0,0.0,6.5978744035
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3169560583,0.0,0.0,0.0,0.0,2.9045874116,0.0,0.0,0.0,0.0,0.0,6.4216773873
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8696036176,0.0,1.5983768359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9537389833
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0062788928,0.0,1.8673904402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4713042702
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7840194998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3827313552
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1294218471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8205774226
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4284573392,0.0,0.0,1.4393432507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9739695824,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4675242733,0.0,0.0,1.4652482276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8767026242,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4709136947,0.0,0.0,1.4630848007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8725584265,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.494587521,0.0,0.0,1.5003722003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7925962762,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.503494059,0.0,0.0,1.5041804311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7724635246,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5108924941,0.0,0.0,1.4995387794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7633390094,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9074504035,0.0,0.0,1.9056131949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6366621256,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.050352787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3843524392,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0862573619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3181392465,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1074552099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2790473703,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1101639521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2740520607,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1105506118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2733390047,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1249418955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2467994106,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2682519557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9825150773,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.335481956,0.0,0.0,0.0,1.1033637147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8401800702,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3615336306,0.0,0.0,0.0,1.1287085667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7551246313,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7066997424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0540946684,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7959756169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8471837188,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8853663815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1950883954,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2148365177,0.0,0.0,0.0,0.0,1.2340662325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3183148034,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9901526874,0.0,0.0,0.0,0.0,0.0,0.987072308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7432240018
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7145574416,0.0,0.0,0.0,0.0,0.0,0.0,0.8978724169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1936454348,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7250575433,0.0,0.0,0.0,0.0,0.0,0.0,0.5113088588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4638375206
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292667153,0.0,0.0,0.0,0.0,0.0,0.0,0.5230132753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2593240865,0.0,0.0,5.2205857779
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7726904941,0.0,0.0,0.0,0.0,0.0,0.0,0.5113416674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4120086219,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625839437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5914491298,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.7552492888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5173628196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7516406379
0.0,0.0,0.0,0.0,0.0,0.0,0.7732240643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5377052909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8031589097,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.797244296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5145900349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9022243247,0.0,0.0,5.858750642
0.0,0.0,0.0,0.0,0.0,0.0,1.5001813873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4984459088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.150342717
0.0,0.0,0.0,0.0,0.0,0.7289221349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6313404388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8599187174
0.0,0.0,0.0,0.0,0.0,0.7434810856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4931429841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9304360357
0.0,0.0,0.0,0.0,0.0,0.7442259697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4803680291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5112302136,0.0,0.0,5.4706364542
0.0,0.0,0.0,0.0,0.0,2.5287341681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7889530283
0.0,0.0,0.0,0.0,1.4146094043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4108770978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9994211717
0.0,0.0,0.0,0.0,3.3433857514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2484586472
0.0,0.0,0.0,4.5442755633,0.0,2.2586494788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1681603255
0.0,0.0,0.0,5.5832490779,0.0,0.8107550848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0641050363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1211413062
0.0,0.0,0.0,5.6916669524,0.0,0.0,0.0,0.7292667153,0.0,0.0,0.0,0.0,0.0,0.0,0.5230132753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2205857779
0.0,0.0,0.0,5.8789109443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5618410354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7666838578,5.3923321801
0.0,0.0,0.0,5.9220089186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5288253032,0.0,0.0,0.0,0.6695519701,0.0,0.0,0.0,0.0,0.0,0.0,5.4318630721
0.0,0.0,0.0,5.9478328155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5175942527,0.0,0.0,0.7614180197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4555496072
0.0,0.0,0.0,5.9666593599,0.0,0.7369933598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4910203115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4728179384
0.0,0.0,0.0,6.311745393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5157086124,0.0,0.0,0.0,0.0,0.0,0.7690501147,0.0,0.0,0.0,0.0,5.7893422979
0.0,0.0,0.0,6.4073022155,0.0,0.0,0.7387771714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298850056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8769901861
0.0,0.0,0.0,6.4876161833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.430348708,0.0,0.0,2.828191512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.0395494688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4569083447
0.0,0.0,0.0,7.51564072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0508867793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,10.3375915152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9549203086,1.2494201618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,10.409787178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9325337331,1.227217659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
