identifier,fingerprint,outcome,organic___0___inchikey,organic___0___inchi,organic___0___chemname,organic___0___molarity,organic___0___molarity_max,inorganic___0___inchikey,inorganic___0___inchi,inorganic___0___chemname,inorganic___0___molarity,inorganic___0___molarity_max,solvent___0___inchikey,solvent___0___inchi,solvent___0___chemname,solvent___0___molarity,solvent___0___molarity_max,acid___0___inchikey,acid___0___inchi,acid___0___chemname,acid___0___molarity,acid___0___molarity_max,alpha_vial_volume,beta_vial_volume,reaction_time,reaction_temperature,antisolvent_identity
2019-05-30T20_58_22.535516+00_00_LBL_E5,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,1.5114400195267066,11.869410404624277,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.3397446381793629,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,6.850649081557919,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,8.498710670734585,26.50445361720617,0.000736,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_G5,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,1.510699384422257,11.869410404624277,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.704510327320537,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,8.099366304156657,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,5.232821500668312,26.50445361720617,0.0006230000000000001,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_A7,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,0.40616806480670553,11.869410404624277,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.10641936161067593,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,8.82414047774715,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,7.409025939103741,26.50445361720617,0.000694,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_C7,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,0.891996157082709,11.869410404624277,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.253969772599556,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,8.440450806449029,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,6.813180498925211,26.50445361720617,0.0006730000000000001,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_E7,1%1%1%1,1,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,2.842316344579262,11.869410404624277,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.12368516719653393,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,8.31806898938552,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,2.9658624829200506,26.50445361720617,0.000563,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_G7,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,1.2140041126236993,11.869410404624277,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.3952629453704916,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,7.878662852185113,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,6.95839637737861,26.50445361720617,0.000678,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_A9,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,1.5666920708653733,11.869410404624277,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.6130823531246707,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,6.47618548970116,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,8.596039010985782,26.50445361720617,0.0007400000000000001,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_C9,1%1%1%1,1,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,0.3253806655194775,11.869410404624277,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.004260048276743337,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,8.394019604255474,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,8.668347549099728,26.50445361720617,0.0007430000000000001,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_E9,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,1.5092008429285417,11.869410404624277,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.5874500367439511,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,6.783304745816331,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,8.149568840747602,26.50445361720617,0.000722,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_G9,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,1.2709520492981412,11.869410404624277,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.16386676164247263,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,7.309561752905978,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,8.449648700853194,26.50445361720617,0.000734,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_A11,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,1.4193854071634757,11.869410404624277,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.44304502078132013,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,6.767704490082752,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,8.668347549099728,26.50445361720617,0.0007430000000000001,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_C11,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,0.46868089669187446,11.869410404624277,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.10884511243536424,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,8.327803873469595,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,8.275806012525171,26.50445361720617,0.000727,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_E11,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,1.3489012734859043,11.869410404624277,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.645455785177492,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,7.458992996255892,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,7.015884781025162,26.50445361720617,0.00068,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_G11,1%1%1%1,1,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,1.97890642834661,11.869410404624277,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.11341650452199419,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,6.921159485329446,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,7.760144128375781,26.50445361720617,0.0007070000000000001,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-06-19T14_53_44.342960+00_00_LBL_A1,1%1%1%1,1,UPHCENSIMPJEIS-UHFFFAOYSA-N,"InChI=1S/C8H11N.HI/c9-7-6-8-4-2-1-3-5-8;/h1-5H,6-7,9H2;1H",Phenethylammonium iodide ,0.5874667372982784,6.5443757527097555,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,1.0678778198267938,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,9.943452487482825,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,1.749293938735607,26.50445361720617,0.0005,0.001,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-06-19T14_53_44.342960+00_00_LBL_C1,1%1%1%1,1,UPHCENSIMPJEIS-UHFFFAOYSA-N,"InChI=1S/C8H11N.HI/c9-7-6-8-4-2-1-3-5-8;/h1-5H,6-7,9H2;1H",Phenethylammonium iodide ,0.650435406940344,6.5443757527097555,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,1.2231559721995673,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,10.187478159681609,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,0.6891157940473602,26.50445361720617,0.0005,0.001,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-06-19T14_53_44.342960+00_00_LBL_E1,1%1%1%1,1,UPHCENSIMPJEIS-UHFFFAOYSA-N,"InChI=1S/C8H11N.HI/c9-7-6-8-4-2-1-3-5-8;/h1-5H,6-7,9H2;1H",Phenethylammonium iodide ,0.6941402701583598,6.5443757527097555,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,1.3103296717772648,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,10.275914447721814,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,0.159026721703237,26.50445361720617,0.0005,0.001,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-06-19T14_53_44.342960+00_00_LBL_G1,1%1%1%1,4,UPHCENSIMPJEIS-UHFFFAOYSA-N,"InChI=1S/C8H11N.HI/c9-7-6-8-4-2-1-3-5-8;/h1-5H,6-7,9H2;1H",Phenethylammonium iodide ,0.3746622825320518,6.5443757527097555,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.4603861008947146,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,6.300510973225856,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,11.237888333695414,26.50445361720617,0.0005,0.001,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-06-19T14_53_44.342960+00_00_LBL_A3,1%1%1%0,1,UPHCENSIMPJEIS-UHFFFAOYSA-N,"InChI=1S/C8H11N.HI/c9-7-6-8-4-2-1-3-5-8;/h1-5H,6-7,9H2;1H",Phenethylammonium iodide ,0.8043500238097466,6.5443757527097555,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,1.0651536417149907,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,10.37359632499458,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,0.0,26.50445361720617,0.0005,0.001,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-06-19T14_53_44.342960+00_00_LBL_C3,1%1%1%1,1,UPHCENSIMPJEIS-UHFFFAOYSA-N,"InChI=1S/C8H11N.HI/c9-7-6-8-4-2-1-3-5-8;/h1-5H,6-7,9H2;1H",Phenethylammonium iodide ,0.7140605121917768,6.5443757527097555,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,1.0433602168205665,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,9.871782064027705,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,1.4312404953291331,26.50445361720617,0.0005,0.001,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
