identifier,fingerprint,outcome,organic___0___inchikey,organic___0___inchi,organic___0___chemname,organic___0___molarity,inorganic___0___inchikey,inorganic___0___inchi,inorganic___0___chemname,inorganic___0___molarity,solvent___0___inchikey,solvent___0___inchi,solvent___0___chemname,solvent___0___molarity,acid___0___inchikey,acid___0___inchi,acid___0___chemname,acid___0___molarity,alpha_vial_volume,beta_vial_volume,reaction_time,reaction_temperature,antisolvent_identity
2019-05-30T20_58_22.535516+00_00_LBL_E5,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,1.5114400195267066,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.3397446381793629,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,6.850649081557919,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,8.498710670734585,0.000736,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_G5,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,1.510699384422257,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.704510327320537,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,8.099366304156657,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,5.232821500668312,0.0006230000000000001,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_A7,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,0.40616806480670553,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.10641936161067593,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,8.82414047774715,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,7.409025939103741,0.000694,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_C7,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,0.891996157082709,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.253969772599556,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,8.440450806449029,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,6.813180498925211,0.0006730000000000001,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_E7,1%1%1%1,1,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,2.842316344579262,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.12368516719653393,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,8.31806898938552,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,2.9658624829200506,0.000563,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_G7,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,1.2140041126236993,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.3952629453704916,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,7.878662852185113,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,6.95839637737861,0.000678,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_A9,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,1.5666920708653733,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.6130823531246707,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,6.47618548970116,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,8.596039010985782,0.0007400000000000001,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_C9,1%1%1%1,1,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,0.3253806655194775,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.004260048276743337,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,8.394019604255474,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,8.668347549099728,0.0007430000000000001,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_E9,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,1.5092008429285417,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.5874500367439511,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,6.783304745816331,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,8.149568840747602,0.000722,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_G9,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,1.2709520492981412,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.16386676164247263,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,7.309561752905978,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,8.449648700853194,0.000734,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_A11,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,1.4193854071634757,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.44304502078132013,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,6.767704490082752,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,8.668347549099728,0.0007430000000000001,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_C11,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,0.46868089669187446,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.10884511243536424,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,8.327803873469595,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,8.275806012525171,0.000727,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_E11,1%1%1%1,4,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,1.3489012734859043,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.645455785177492,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,7.458992996255892,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,7.015884781025162,0.00068,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-05-30T20_58_22.535516+00_00_LBL_G11,1%1%1%1,1,XFYICZOIWSBQSK-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-2-3;/h2-3H2,1H3;1H",Ethylammonium Iodide,1.97890642834661,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.11341650452199419,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,6.921159485329446,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,7.760144128375781,0.0007070000000000001,0.001,21600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-06-19T14_53_44.342960+00_00_LBL_A1,1%1%1%1,1,UPHCENSIMPJEIS-UHFFFAOYSA-N,"InChI=1S/C8H11N.HI/c9-7-6-8-4-2-1-3-5-8;/h1-5H,6-7,9H2;1H",Phenethylammonium iodide ,0.5874667372982784,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,1.0678778198267938,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,9.943452487482825,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,1.749293938735607,0.0005,0.001,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-06-19T14_53_44.342960+00_00_LBL_C1,1%1%1%1,1,UPHCENSIMPJEIS-UHFFFAOYSA-N,"InChI=1S/C8H11N.HI/c9-7-6-8-4-2-1-3-5-8;/h1-5H,6-7,9H2;1H",Phenethylammonium iodide ,0.650435406940344,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,1.2231559721995673,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,10.187478159681609,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,0.6891157940473602,0.0005,0.001,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-06-19T14_53_44.342960+00_00_LBL_E1,1%1%1%1,1,UPHCENSIMPJEIS-UHFFFAOYSA-N,"InChI=1S/C8H11N.HI/c9-7-6-8-4-2-1-3-5-8;/h1-5H,6-7,9H2;1H",Phenethylammonium iodide ,0.6941402701583598,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,1.3103296717772648,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,10.275914447721814,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,0.159026721703237,0.0005,0.001,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-06-19T14_53_44.342960+00_00_LBL_G1,1%1%1%1,4,UPHCENSIMPJEIS-UHFFFAOYSA-N,"InChI=1S/C8H11N.HI/c9-7-6-8-4-2-1-3-5-8;/h1-5H,6-7,9H2;1H",Phenethylammonium iodide ,0.3746622825320518,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.4603861008947146,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,6.300510973225856,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,11.237888333695414,0.0005,0.001,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-06-19T14_53_44.342960+00_00_LBL_A3,1%1%1%0,1,UPHCENSIMPJEIS-UHFFFAOYSA-N,"InChI=1S/C8H11N.HI/c9-7-6-8-4-2-1-3-5-8;/h1-5H,6-7,9H2;1H",Phenethylammonium iodide ,0.8043500238097466,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,1.0651536417149907,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,10.37359632499458,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,0.0,0.0005,0.001,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-06-19T14_53_44.342960+00_00_LBL_C3,1%1%1%1,1,UPHCENSIMPJEIS-UHFFFAOYSA-N,"InChI=1S/C8H11N.HI/c9-7-6-8-4-2-1-3-5-8;/h1-5H,6-7,9H2;1H",Phenethylammonium iodide ,0.7140605121917768,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,1.0433602168205665,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,9.871782064027705,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,1.4312404953291331,0.0005,0.001,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-06-19T14_53_44.342960+00_00_LBL_E3,1%1%1%1,2,UPHCENSIMPJEIS-UHFFFAOYSA-N,"InChI=1S/C8H11N.HI/c9-7-6-8-4-2-1-3-5-8;/h1-5H,6-7,9H2;1H",Phenethylammonium iodide ,0.15134979333053641,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.29693541418653185,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,4.171552715106238,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,16.803823593308714,0.0004999999999999999,0.001,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-06-19T14_53_44.342960+00_00_LBL_G3,1%1%1%1,1,UPHCENSIMPJEIS-UHFFFAOYSA-N,"InChI=1S/C8H11N.HI/c9-7-6-8-4-2-1-3-5-8;/h1-5H,6-7,9H2;1H",Phenethylammonium iodide ,0.6458801856044146,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.8826337082241866,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,10.762250533210015,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,0.2120356289376492,0.0005,0.001,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
