smiles,frag_a_ix,frag_a,frag_b_ix,frag_b,frag_c_ix,frag_c,overlap,fluo_rate_ns,fluo_peak_1,fluo_peak_2,ext_peak_1,ext_peak_2,route_score
Fc1cc(-c2cccc(-c3c(F)c(F)c(-c4cccc(-c5ccnc(F)c5)c4-n4c5ccccc5c5ccccc54)c4nsnc34)c2-n2c3ccccc3c3ccccc32)ccn1,0,OB(O)c1ccnc(F)c1,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,13,Fc1c(F)c(Br)c2nsnc2c1Br,0.059547981779719324,0.0014446395212488904,0.002635104486702551,0.05296612113698257,0.4567106933564657,0.0010505407834918493,22039002.550222617
C[Si](C)(c1ccc(-c2cccc(-c3ccnc(F)c3)c2-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2cccc(-c3ccnc(F)c3)c2-n2c3ccccc3c3ccccc32)cc1,0,OB(O)c1ccnc(F)c1,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,14,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,0.057225953491983415,0.0098446037027713,0.6902705690098464,0.00018869836601485772,0.005626535777761967,0.0002702993097629618,27996674.289549172
Fc1cc(-c2cccc(-c3ccc4nc5ccc(-c6cccc(-c7ccnc(F)c7)c6-n6c7ccccc7c7ccccc76)cc5nc4c3)c2-n2c3ccccc3c3ccccc32)ccn1,0,OB(O)c1ccnc(F)c1,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,15,Brc1ccc2nc3ccc(Br)cc3nc2c1,0.044916685643160564,9.78581951605538e-05,0.0024401660643868076,0.061817890581339824,0.283148918565336,0.00129340465768029,22099979.723391563
C[Si](C)(c1ccccc1-c1cccc(-c2ccnc(F)c2)c1-n1c2ccccc2c2ccccc21)c1ccccc1-c1cccc(-c2ccnc(F)c2)c1-n1c2ccccc2c2ccccc21,0,OB(O)c1ccnc(F)c1,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,16,C[Si](C)(c1ccccc1Br)c1ccccc1Br,0.04767793207935162,0.006889264905525556,0.5368692976795201,0.0006895536105004008,0.12875548693135475,0.000369838972658192,30191191.365301248
Fc1cc(-c2cccc(-c3ccc(-c4cccc(-c5ccnc(F)c5)c4-n4c5ccccc5c5ccccc54)nc3)c2-n2c3ccccc3c3ccccc32)ccn1,0,OB(O)c1ccnc(F)c1,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,17,Brc1ccc(Br)nc1,0.015578896480484262,0.002278984882108393,0.364416225975803,0.001444303380219975,0.07061866331826576,0.00034312832553327546,21393810.39283963
Fc1cc(-c2cccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cccc(-c5ccnc(F)c5)c4-n4c5ccccc5c5ccccc54)cc3-n3c4ccccc4c4ccccc43)c2-n2c3ccccc3c3ccccc32)ccn1,0,OB(O)c1ccnc(F)c1,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,18,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,0.27637321626196,0.03074143242666313,0.2868363278169142,0.0007299888469073069,0.7384289998286947,0.0006411455456750863,39829028.70013458
Fc1cc(-c2ccc(-c3cc(-c4ccc(-c5ccnc(F)c5)cc4)c4ccccc4c3)cc2)ccn1,0,OB(O)c1ccnc(F)c1,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,0,Brc1cc(Br)c2ccccc2c1,0.11752695508513805,0.2132619736131715,0.0213697461198492,3.485565019730716e-05,0.0007485165661482999,0.00012417720646329598,60189.950240623715
Fc1cc(-c2ccc(-c3cc(Cl)c(-c4ccc(-c5ccnc(F)c5)cc4)s3)cc2)ccn1,0,OB(O)c1ccnc(F)c1,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,1,Clc1cc(Br)sc1Br,0.28000909637231897,1.1324510295870769,0.5099533579284233,0.00011019583996907483,0.005487877877454799,0.0003189597899404149,60795.40900298585
Cc1nc2c(-c3ccc(-c4ccnc(F)c4)cc3)c3nsnc3c(-c3ccc(-c4ccnc(F)c4)cc3)c2nc1C,0,OB(O)c1ccnc(F)c1,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,0.17616622472371302,0.15710662219003482,0.0022239868641338997,0.08658905654324935,0.060063818766058534,0.001994219032348081,65728.82585037596
Fc1cc(-c2ccc(-c3ccccc3Oc3ccccc3-c3ccc(-c4ccnc(F)c4)cc3)cc2)ccn1,0,OB(O)c1ccnc(F)c1,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,3,Brc1ccccc1Oc1ccccc1Br,0.0274169985243957,0.09469530759690292,0.017973124397633957,3.210556008442244e-05,0.0004927729518280084,7.961648967440899e-05,58652.95324724515
CC(C)(C)c1ccc2c(-c3ccc(-c4ccnc(F)c4)cc3)c3ccccc3c(-c3ccc(-c4ccnc(F)c4)cc3)c2c1,0,OB(O)c1ccnc(F)c1,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,4,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,0.5148479230396782,0.2392827488664093,0.8208502498337628,0.00020371413641588339,0.502394833413804,0.0005015245496248407,65498.72165960904
Fc1cc(-c2ccc(-c3cc(F)c(-c4ccc(-c5ccnc(F)c5)cc4)cc3F)cc2)ccn1,0,OB(O)c1ccnc(F)c1,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,5,Fc1cc(Br)c(F)cc1Br,0.16104163016129802,1.3559831708016612,0.02877399115204797,3.481685565309407e-05,0.0008682989038614133,0.0001422267630251306,57935.631293447026
Fc1cc(-c2ccc(-c3ccc4oc(-c5ccc(-c6ccnc(F)c6)cc5)cc4c3)cc2)ccn1,0,OB(O)c1ccnc(F)c1,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,6,Brc1ccc2oc(Br)cc2c1,0.3820088320782676,1.2522112181504592,0.043729386148045286,4.3895432599222746e-05,0.0013148130806991194,0.0001888328662155683,34945452.49623647
Fc1cc(-c2ccc(-c3ccc(-c4ccc(-c5ccnc(F)c5)cc4)o3)cc2)ccn1,0,OB(O)c1ccnc(F)c1,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,7,Brc1ccc(Br)o1,0.5772946459351098,1.2275388893663814,0.4620674218574895,9.810954074401234e-05,0.009192587287074578,0.00036226641892871705,58534.06251677331
Fc1cc(-c2ccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5ccc(-c6ccnc(F)c6)cc5)ccc3-4)cc2)ccn1,0,OB(O)c1ccnc(F)c1,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,8,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,0.21931800329037726,0.9120575913900714,0.29580722236471074,7.966492729079882e-05,0.002621035264354754,0.00025551478358526225,59357.70100236155
Fc1cc(-c2ccc(-c3cc(-c4ccc(-c5ccnc(F)c5)cc4)c(Cl)cc3Cl)cc2)ccn1,0,OB(O)c1ccnc(F)c1,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,9,Clc1cc(Cl)c(Br)cc1Br,0.05355572628348644,0.3297053839998891,0.0005206209435370153,1.2351928432625567e-05,0.00035386938802336565,5.8114258892648096e-05,66312.18467752266
Fc1cc(-c2ccc(-c3cnc4nc(-c5ccc(-c6ccnc(F)c6)cc5)ccc4c3)cc2)ccn1,0,OB(O)c1ccnc(F)c1,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,10,Brc1cnc2nc(Br)ccc2c1,0.034201625571294636,0.30538609693704083,0.5489261964890907,0.0001172367124857628,0.0020294265231559157,0.00022439519584680992,61110.65774307421
Fc1cc(-c2ccc(-c3cccc4cccc(-c5ccc(-c6ccnc(F)c6)cc5)c34)cc2)ccn1,0,OB(O)c1ccnc(F)c1,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,11,Brc1cccc2cccc(Br)c12,0.11677338475049535,0.01977364450457192,0.08588233696457655,4.819705496117752e-05,0.0010673456710738596,0.00016447716265635963,58348.35863084901
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(-c4ccnc(F)c4)cc3)ccc2-c2ccc(-c3ccc(-c4ccnc(F)c4)cc3)cc21,0,OB(O)c1ccnc(F)c1,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,12,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,0.13504435063185652,1.1637925383679522,0.4725379496551841,0.00010519969321625582,0.0033875284133285,0.00028004180078690296,59230.42077155548
Fc1cc(-c2ccc(-c3c(F)c(F)c(-c4ccc(-c5ccnc(F)c5)cc4)c4nsnc34)cc2)ccn1,0,OB(O)c1ccnc(F)c1,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,13,Fc1c(F)c(Br)c2nsnc2c1Br,0.08991686157687402,0.2711573381119418,0.18040773386220865,0.0012882408840648614,0.6732809251046971,0.0005778170235197028,58606.83357587294
C[Si](C)(c1ccc(-c2ccc(-c3ccnc(F)c3)cc2)cc1)c1ccc(-c2ccc(-c3ccnc(F)c3)cc2)cc1,0,OB(O)c1ccnc(F)c1,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,14,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,0.0188633395453489,1.1422881757356715,0.02212156028977447,3.4015203831382544e-05,0.0005890377767415869,9.931538748089464e-05,5737864.857241391
Fc1cc(-c2ccc(-c3ccc4nc5ccc(-c6ccc(-c7ccnc(F)c7)cc6)cc5nc4c3)cc2)ccn1,0,OB(O)c1ccnc(F)c1,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,15,Brc1ccc2nc3ccc(Br)cc3nc2c1,0.004603112879188838,0.0005981201671395343,0.006556238769002761,0.04000886991592238,0.0732461165888802,0.00040712449362927756,63666.10246477788
C[Si](C)(c1ccccc1-c1ccc(-c2ccnc(F)c2)cc1)c1ccccc1-c1ccc(-c2ccnc(F)c2)cc1,0,OB(O)c1ccnc(F)c1,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,16,C[Si](C)(c1ccccc1Br)c1ccccc1Br,0.004269906801916915,0.02743340283703104,0.0785682339162628,4.508049336056512e-05,0.0003655462704721085,6.0974970965404e-05,7932381.932993464
Fc1cc(-c2ccc(-c3ccc(-c4ccc(-c5ccnc(F)c5)cc4)nc3)cc2)ccn1,0,OB(O)c1ccnc(F)c1,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,17,Brc1ccc(Br)nc1,0.13251149158226566,1.4133576529560186,0.07240820609565918,4.60084445289068e-05,0.00107878348268175,0.000165303939415967,57813.86653882322
Fc1cc(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4ccc(-c5ccnc(F)c5)cc4)cc3-n3c4ccccc4c4ccccc43)cc2)ccn1,0,OB(O)c1ccnc(F)c1,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,18,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,0.18062143884062906,0.02202420965933125,0.7356987460255179,0.00023696518508076466,0.3664752582254544,0.0004432929668367295,21387109.91701059
Fc1cc(-c2ccccc2-c2cc(-c3ccccc3-c3ccnc(F)c3)c3ccccc3c2)ccn1,0,OB(O)c1ccnc(F)c1,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,0,Brc1cc(Br)c2ccccc2c1,0.05579493397923169,0.04041391037367791,0.0946754184120722,5.085522197455191e-05,0.0008315619535350375,0.00013478038610871852,58036.69928949235
Fc1cc(-c2ccccc2-c2cc(Cl)c(-c3ccccc3-c3ccnc(F)c3)s2)ccn1,0,OB(O)c1ccnc(F)c1,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,1,Clc1cc(Br)sc1Br,0.013001901421732515,0.23185829211960224,0.5251325210332352,0.0001239469008271883,0.0011114951101386693,0.00015991526577842794,58642.158051854494
Cc1nc2c(-c3ccccc3-c3ccnc(F)c3)c3nsnc3c(-c3ccccc3-c3ccnc(F)c3)c2nc1C,0,OB(O)c1ccnc(F)c1,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,0.14910244814896828,0.08168367739064628,0.0036454605436742845,0.016548517482747962,0.321202742043669,0.001117005725486886,63575.5748992446
Fc1cc(-c2ccccc2-c2ccccc2Oc2ccccc2-c2ccccc2-c2ccnc(F)c2)ccn1,0,OB(O)c1ccnc(F)c1,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,3,Brc1ccccc1Oc1ccccc1Br,0.039407345367882325,0.0078098740773799216,0.021781461879485892,3.6765379713051256e-05,0.0005786552895987967,9.614727302372773e-05,56499.70229611378
CC(C)(C)c1ccc2c(-c3ccccc3-c3ccnc(F)c3)c3ccccc3c(-c3ccccc3-c3ccnc(F)c3)c2c1,0,OB(O)c1ccnc(F)c1,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,4,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,0.4365953030945179,0.14013487032688793,0.8400056662408709,0.00017909036099922142,0.3726070880848291,0.0004521267077458566,63345.47070847767
Fc1cc(-c2ccccc2-c2cc(F)c(-c3ccccc3-c3ccnc(F)c3)cc2F)ccn1,0,OB(O)c1ccnc(F)c1,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,5,Fc1cc(Br)c(F)cc1Br,0.009387541269352172,0.1320721223177671,0.09272221695267273,4.887550006037949e-05,0.0004852783638902083,7.780620993900983e-05,55782.380342315664
Fc1cc(-c2ccccc2-c2ccc3oc(-c4ccccc4-c4ccnc(F)c4)cc3c2)ccn1,0,OB(O)c1ccnc(F)c1,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,6,Brc1ccc2oc(Br)cc2c1,0.0065101626816718655,0.17140573131249387,0.5930373780270409,0.00025173433995864504,0.000852851758411156,0.0001328421773332087,34943299.24528534
Fc1cc(-c2ccccc2-c2ccc(-c3ccccc3-c3ccnc(F)c3)o2)ccn1,0,OB(O)c1ccnc(F)c1,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,7,Brc1ccc(Br)o1,0.06693588623003034,0.32027438510623685,0.5838302721209077,0.00012001592011573422,0.002721731401411569,0.00023525516927153008,56380.81156564195
Fc1cc(-c2ccccc2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4ccccc4-c4ccnc(F)c4)ccc2-3)ccn1,0,OB(O)c1ccnc(F)c1,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,8,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,0.01655877178109387,0.0488604575063297,0.675685660456115,0.00015410043182012437,0.001864429655744604,0.0001892018577082589,57204.45005123019
Fc1cc(-c2ccccc2-c2cc(-c3ccccc3-c3ccnc(F)c3)c(Cl)cc2Cl)ccn1,0,OB(O)c1ccnc(F)c1,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,9,Clc1cc(Cl)c(Br)cc1Br,0.009559008233233057,0.041086908368671717,0.006217916700404994,2.1434318884326214e-05,0.00029799674460494224,4.393295943472702e-05,64158.93372639129
Fc1cc(-c2ccccc2-c2cnc3nc(-c4ccccc4-c4ccnc(F)c4)ccc3c2)ccn1,0,OB(O)c1ccnc(F)c1,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,10,Brc1cnc2nc(Br)ccc2c1,0.009886006222791488,0.06380446577588618,0.6083890477615994,0.00015444812995896398,0.0011801921042032602,0.00016857513524352584,58957.40679194285
Fc1cc(-c2ccccc2-c2cccc3cccc(-c4ccccc4-c4ccnc(F)c4)c23)ccn1,0,OB(O)c1ccnc(F)c1,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,11,Brc1cccc2cccc(Br)c12,0.009188022676414574,0.006288799917802386,0.16456232295668433,6.173677338595006e-05,0.0006450681657832164,0.00011157994045160865,56195.10767971764
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccccc3-c3ccnc(F)c3)ccc2-c2ccc(-c3ccccc3-c3ccnc(F)c3)cc21,0,OB(O)c1ccnc(F)c1,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,12,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,0.06814195406567744,0.5043841371032853,0.23714378942962736,7.213923139363801e-05,0.001373134670345852,0.0001835759841117636,57077.16982042412
Fc1cc(-c2ccccc2-c2c(F)c(F)c(-c3ccccc3-c3ccnc(F)c3)c3nsnc23)ccn1,0,OB(O)c1ccnc(F)c1,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,13,Fc1c(F)c(Br)c2nsnc2c1Br,0.05351200713484015,0.09946476822070084,0.6190564956273104,0.0003630724546652699,0.12135559880578448,0.0003707612481452916,56453.582624741575
C[Si](C)(c1ccc(-c2ccccc2-c2ccnc(F)c2)cc1)c1ccc(-c2ccccc2-c2ccnc(F)c2)cc1,0,OB(O)c1ccnc(F)c1,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,14,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,0.005706563161643658,0.02303813589635498,0.05714894358766561,4.0374654127431674e-05,0.0003707051717148971,5.4645086052912046e-05,5735711.606290259
Fc1cc(-c2ccccc2-c2ccc3nc4ccc(-c5ccccc5-c5ccnc(F)c5)cc4nc3c2)ccn1,0,OB(O)c1ccnc(F)c1,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,15,Brc1ccc2nc3ccc(Br)cc3nc2c1,0.004339778868565999,0.0006417431682195729,0.005957090065873483,0.044714479678042963,0.04652345488338362,0.0003449226163957888,61512.851513646514
C[Si](C)(c1ccccc1-c1ccccc1-c1ccnc(F)c1)c1ccccc1-c1ccccc1-c1ccnc(F)c1,0,OB(O)c1ccnc(F)c1,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,16,C[Si](C)(c1ccccc1Br)c1ccccc1Br,0.01951912283864122,0.05388534102885973,0.0031612059376768965,1.868585131480444e-05,0.0003609836912459365,5.561572045872274e-05,7930228.682042333
Fc1cc(-c2ccccc2-c2ccc(-c3ccccc3-c3ccnc(F)c3)nc2)ccn1,0,OB(O)c1ccnc(F)c1,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,17,Brc1ccc(Br)nc1,0.003332727834715625,0.044856722345049095,0.5234806803374029,0.0002190603438243996,0.00042881618334888967,6.624964291611422e-05,55660.61558769185
Fc1cc(-c2ccccc2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3ccccc3-c3ccnc(F)c3)cc2-n2c3ccccc3c3ccccc32)ccn1,0,OB(O)c1ccnc(F)c1,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,18,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,0.055743095644569744,0.0075214446275565046,0.6944757555994183,0.00024989615761455904,0.12903731119543208,0.0003688543363604236,21384956.66605946
