1,2,3,4,5,6,7
24,Glyceryl_monostearate,120,0,0.0,3.2565999999999917,0.035993870734653724
48,Glyceryl_monostearate,120,0,0.0,4.444000000000017,0.06672599963389919
6,Glyceryl_monostearate,108,12,0.0,27.539800000000014,0.0018217833467985402
12,Glyceryl_monostearate,108,12,0.0,60.10156666666671,0.01051968685419658
24,Glyceryl_monostearate,108,12,0.0,3.4160333333333597,0.03137982595847319
48,Glyceryl_monostearate,108,12,0.0,34.71616666666665,0.060783222991194236
6,Glyceryl_monostearate,96,24,0.0,45.20373333333333,0.0020508932373824295
12,Glyceryl_monostearate,96,24,0.0,66.32596666666672,0.011039770049682493
24,Glyceryl_monostearate,96,24,0.0,11.479233333333298,0.030866933655221886
48,Glyceryl_monostearate,96,24,0.0,84.42336666666665,0.06251782280570857
6,Glyceryl_monostearate,72,48,0.0,27.1199666666667,0.00242584021777835
12,Glyceryl_monostearate,72,48,0.0,53.87096666666662,0.012097136607342157
24,Glyceryl_monostearate,72,48,0.0,46.55706666666666,0.036728639304251465
48,Glyceryl_monostearate,72,48,0.0,114.19820000000001,0.07791097311336177
6,Glyceryl_monostearate,120,0,0.0025,22.746933333333345,0.005794709171379944
12,Glyceryl_monostearate,120,0,0.0025,744.2063333333333,0.01631473260859493
24,Glyceryl_monostearate,120,0,0.0025,1538.6476333333333,0.034744533010922556
48,Glyceryl_monostearate,120,0,0.0025,544.9546999999999,0.08363453869788878
6,Glyceryl_monostearate,108,12,0.0025,167.35750000000002,0.005532768719558594
12,Glyceryl_monostearate,108,12,0.0025,36.22890000000001,0.015767228168450716
24,Glyceryl_monostearate,108,12,0.0025,374.2437666666667,0.035785393677015644
48,Glyceryl_monostearate,108,12,0.0025,127.79060000000001,0.09355270414316981
6,Glyceryl_monostearate,96,24,0.0025,124.96556666666666,0.003985514350903295
12,Glyceryl_monostearate,96,24,0.0025,1281.423,0.014096135930384597
24,Glyceryl_monostearate,96,24,0.0025,3155.3487999999998,0.03657115607403621
48,Glyceryl_monostearate,96,24,0.0025,209.5543133333333,0.07828827251210868
6,Glyceryl_monostearate,72,48,0.0025,91.06273333333334,0.004510479350224798
12,Glyceryl_monostearate,72,48,0.0025,994.9836,0.01460915736857867
24,Glyceryl_monostearate,72,48,0.0025,247.9463333333333,0.03964996064449424
48,Glyceryl_monostearate,72,48,0.0025,8.657750000000021,0.08541904771551945
