type,option,desc_name,desc_val
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_ES_root_NPA_Rydberg,0.01799
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_ES_root_NPA_total,5.85747
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_atom_number,12
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_atom,H
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_atom=H,1
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_atom=C,0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_Mulliken_charge,0.160063
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_APT_charge,0.053303
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_NPA_charge,0.25661
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_NPA_core,0.0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_NPA_valence,0.74242
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_NPA_Rydberg,0.00098
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_NPA_total,0.74339
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_NMR_shift,24.7192
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_NMR_anisotropy,7.8786
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_ES_root_Mulliken_charge,0.148996
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_ES_root_NPA_charge,0.25239
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_ES_root_NPA_core,0.0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_ES_root_NPA_valence,0.74665
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_ES_root_NPA_Rydberg,0.00095
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_ES_root_NPA_total,0.74761
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_1_vibration,20
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_1_standard_vibration,17
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_1_correlation,-0.9858759025177848
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_1_frequency,957.03
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_1_reduced_mass,5.1487
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_1_frc_const,2.7784
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_1_IR_intensity,10.318
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_1_dip_strength,43.0108
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_1_rot_strength,0.0085
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_1_E-M_angle,89.9948
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_1_standard_frequency,859.2436
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_1_standard_reduced_mass,6.5681
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_1_standard_frc_const,2.8571
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_1_standard_IR_intensity,37.3626
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_1_standard_dip_strength,173.4714
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_1_standard_rot_strength,0.0209
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_1_standard_E-M_angle,89.8867
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_2_vibration,26
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_2_standard_vibration,20
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_2_correlation,0.9987257029554278
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_2_frequency,1153.4641
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_2_reduced_mass,1.505
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_2_frc_const,1.1798
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_2_IR_intensity,10.3722
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_2_dip_strength,35.8735
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_2_rot_strength,0.0008
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_2_E-M_angle,89.9848
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_2_standard_frequency,953.0036
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_2_standard_reduced_mass,5.398
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_2_standard_frc_const,2.8885
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_2_standard_IR_intensity,9.3817
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_2_standard_dip_strength,39.2728
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_2_standard_rot_strength,0.0065
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_2_standard_E-M_angle,89.9961
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_3_vibration,26
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_3_standard_vibration,24
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_3_correlation,0.998968682448942
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_3_frequency,1153.4641
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_3_reduced_mass,1.505
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_3_frc_const,1.1798
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_3_IR_intensity,10.3722
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_3_dip_strength,35.8735
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_3_rot_strength,0.0008
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_3_E-M_angle,89.9848
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_3_standard_frequency,1059.4544
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_3_standard_reduced_mass,2.5908
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_3_standard_frc_const,1.7133
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_3_standard_IR_intensity,3.9337
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_3_standard_dip_strength,14.8124
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_3_standard_rot_strength,-0.0003
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_3_standard_E-M_angle,90.0027
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_4_vibration,27
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_4_standard_vibration,26
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_4_correlation,-0.9986985268489902
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_4_frequency,1175.3946
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_4_reduced_mass,1.1563
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_4_frc_const,0.9412
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_4_IR_intensity,0.8251
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_4_dip_strength,2.8006
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_4_rot_strength,0.0003
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_4_E-M_angle,89.9969
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_4_standard_frequency,1153.4111
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_4_standard_reduced_mass,1.5222
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_4_standard_frc_const,1.1932
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_4_standard_IR_intensity,10.1439
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_4_standard_dip_strength,35.0856
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_4_standard_rot_strength,0.0001
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_4_standard_E-M_angle,90.0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_5_vibration,27
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_5_standard_vibration,27
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_5_correlation,0.9594969025500718
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_5_frequency,1175.3946
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_5_reduced_mass,1.1563
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_5_frc_const,0.9412
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_5_IR_intensity,0.8251
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_5_dip_strength,2.8006
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_5_rot_strength,0.0003
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_5_E-M_angle,89.9969
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_5_standard_frequency,1176.6031
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_5_standard_reduced_mass,1.1626
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_5_standard_frc_const,0.9483
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_5_standard_IR_intensity,0.6035
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_5_standard_dip_strength,2.0463
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_5_standard_rot_strength,0.0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_5_standard_E-M_angle,90.0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_6_vibration,27
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_6_standard_vibration,29
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_6_correlation,-0.9986985268489902
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_6_frequency,1175.3946
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_6_reduced_mass,1.1563
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_6_frc_const,0.9412
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_6_IR_intensity,0.8251
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_6_dip_strength,2.8006
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_6_rot_strength,0.0003
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_6_E-M_angle,89.9969
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_6_standard_frequency,1269.556
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_6_standard_reduced_mass,1.9228
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_6_standard_frc_const,1.826
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_6_standard_IR_intensity,3.975
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_6_standard_dip_strength,12.4908
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_6_standard_rot_strength,0.0001
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_vib_6_standard_E-M_angle,89.9994
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom1_%VBur,0.6148618304841172
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_atom2_%VBur,0.382024490284722
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min_%VBur,0.5108529684739977
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_min+1_%VBur,0.4976797101883176
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max_%VBur,0.6378252148139276
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,electrophile_c_max-1_%VBur,0.3779527559055118
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,nucleophile_file_name,Ar2BOH2
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,nucleophile_SMILES,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,nucleophile_stoichiometry,C13H17BN2O3
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,nucleophile_number_of_atoms,36
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,nucleophile_charge,0
electrophile,ClC1=CC=C(N=CC=C2)C2=C1,nucleophile_multiplicity,1
